Eddy_Viscosity,Mach,Nu_Tilde,Pressure_Coefficient
0,0,0,-0.122331
0,0,0,-0.121547
0,0,0,-0.123047
0,0,0,-0.122382
0,0,0,-0.12358
0,0,0,-0.124353
0,0,0,-0.125463
0,0,0,-0.126642
0,0,0,-0.127901
0,0,0,-0.129209
0,0,0,-0.13055
0,0,0,-0.131906
0,0,0,-0.133279
0,0,0,-0.134641
0,0,0,-0.136016
0,0,0,-0.137363
0,0,0,-0.138696
0,0,0,-0.14
0,0,0,-0.141277
0,0,0,-0.142529
0,0,0,-0.143753
0,0,0,-0.144953
0,0,0,-0.146111
0,0,0,-0.147242
0,0,0,-0.148328
0,0,0,-0.149384
0,0,0,-0.150408
0,0,0,-0.151392
0,0,0,-0.152357
0,0,0,-0.153284
0,0,0,-0.154185
0,0,0,-0.155055
0,0,0,-0.155907
0,0,0,-0.156714
0,0,0,-0.157523
0,0,0,-0.158281
0,0,0,-0.159029
0,0,0,-0.159755
0,0,0,-0.160452
0,0,0,-0.161129
0,0,0,-0.161804
0,0,0,-0.162435
0,0,0,-0.163071
0,0,0,-0.163683
0,0,0,-0.164273
0,0,0,-0.164869
0,0,0,-0.16544
0,0,0,-0.166007
0,0,0,-0.166566
0,0,0,-0.167114
0,0,0,-0.16766
0,0,0,-0.168193
0,0,0,-0.168721
0,0,0,-0.169252
0,0,0,-0.169762
0,0,0,-0.170279
0,0,0,-0.17079
0,0,0,-0.171305
0,0,0,-0.171811
0,0,0,-0.172334
0,0,0,-0.172836
0,0,0,-0.173354
0,0,0,-0.173862
0,0,0,-0.174371
0,0,0,-0.174886
0,0,0,-0.175395
0,0,0,-0.175913
0,0,0,-0.176429
0,0,0,-0.176957
0,0,0,-0.177464
0,0,0,-0.177991
0,0,0,-0.178506
0,0,0,-0.179027
0,0,0,-0.179562
0,0,0,-0.18007
0,0,0,-0.180608
0,0,0,-0.18112
0,0,0,-0.181651
0,0,0,-0.182177
0,0,0,-0.182693
0,0,0,-0.183219
0,0,0,-0.183737
0,0,0,-0.184257
0,0,0,-0.184778
0,0,0,-0.185304
0,0,0,-0.185822
0,0,0,-0.186349
0,0,0,-0.186878
0,0,0,-0.187402
0,0,0,-0.187937
0,0,0,-0.188453
0,0,0,-0.188984
0,0,0,-0.189511
0,0,0,-0.190026
0,0,0,-0.190557
0,0,0,-0.191072
0,0,0,-0.19159
0,0,0,-0.192103
0,0,0,-0.19262
0,0,0,-0.193126
0,0,0,-0.193646
0,0,0,-0.194164
0,0,0,-0.194673
0,0,0,-0.195193
0,0,0,-0.195706
0,0,0,-0.196229
0,0,0,-0.196739
0,0,0,-0.197274
0,0,0,-0.197782
0,0,0,-0.198323
0,0,0,-0.198853
0,0,0,-0.199369
0,0,0,-0.199926
0,0,0,-0.200441
0,0,0,-0.200983
0,0,0,-0.201525
0,0,0,-0.20205
0,0,0,-0.202587
0,0,0,-0.203121
0,0,0,-0.203644
0,0,0,-0.204171
0,0,0,-0.204689
0,0,0,-0.205206
0,0,0,-0.205722
0,0,0,-0.20623
0,0,0,-0.206733
0,0,0,-0.207246
0,0,0,-0.207729
0,0,0,-0.208232
0,0,0,-0.208718
0,0,0,-0.209201
0,0,0,-0.20969
0,0,0,-0.210164
0,0,0,-0.210643
0,0,0,-0.211122
0,0,0,-0.211597
0,0,0,-0.212067
0,0,0,-0.212554
0,0,0,-0.21301
0,0,0,-0.213488
0,0,0,-0.213955
0,0,0,-0.214421
0,0,0,-0.214887
0,0,0,-0.215349
0,0,0,-0.215817
0,0,0,-0.216276
0,0,0,-0.216745
